Store Name,Record ID,Likelyname,retailername,group
SHAWNEE IGA FOODLINER #1165,522052,SHAWNEE IGA FOODLINER,SHAWNEE IGA FOODLINER,16
SMITTY'S CARRYOUT,590653,SMITTYS CARRYOUT,SMITTYS CARRYOUT,16
SMITTYS CARRY-OUT,633209,SMITTYS CARRYOUT,SMITTYS CARRYOUT,16
SPENCERVILLE IGA FOODLINER #1189,448520,SPENCERVILLE IGA FOODLINER,SPENCERVILLE IGA FOODLINER,16
ST JOHNS GROCERY & DELI,598262,ST JOHNS GROCERY DELI,ST JOHNS GROCERY DELI,16
STALEY'S FOOD SALVAGE,436745,STALEYS FOOD SALVAGE,STALEYS FOOD SALVAGE,16
STEWARTS FRUIT BARN,669230,STEWARTS FRUIT BARN,STEWARTS FRUIT BARN,16
STEWARTS FRUIT BARN,367023,STEWARTS FRUIT BARN,STEWARTS FRUIT BARN,16
TOM & DOT E-Z CHEK MKT,689255,TOM DOT EZ CHEK MKT,TOM DOT EZ CHEK MKT,16
TONYS FOOD,615732,TONYS FOOD,TONYS FOOD,16
TOYON'S ORIENTAL FOODS & GIFTS,426799,TOYONS ORIENTAL FOODS GIFTS,TOYONS ORIENTAL FOODS GIFTS,16
WASHINGTON MEAT & GROCERY MKT,621297,WASHINGTON MEAT GROCERY MKT,WASHINGTON MEAT GROCERY MKT,16
APPLESEED ORCHARD,524219,APPLESEED ORCHARD,APPLESEED ORCHARD,16
ASHLAND DUKE/DUCHESS #241,720001,ASHLAND DUKEDUCHESS,ASHLAND DUKEDUCHESS,16
ASHLAND MOTOMART,683841,ASHLAND MOTOMART,ASHLAND MOTOMART,16
BIG KMART  9502,377887,BIG KMART,BIG KMART,16
CLEVELAND AVENUE MARKET,473304,CLEVELAND AVENUE MARKET,CLEVELAND AVENUE MARKET,16
ELYS GULF ONE STOP,704472,ELYS GULF ONE STOP,ELYS GULF ONE STOP,16
FOOD DOCK (THE),551394,FOOD DOCK THE,FOOD DOCK THE,16
FOOD LINE EXPRESS,549648,FOOD LINE EXPRESS,FOOD LINE EXPRESS,16
FOOD TOWN  6059,434451,FOOD TOWN,FOOD TOWN,16
HAWKINS MARKET,720738,HAWKINS MARKET,HAWKINS MARKET,16
HAWKINS MARKET,512331,HAWKINS MARKET,HAWKINS MARKET,16
HAWKINS MARKET 2,412893,HAWKINS MARKET,HAWKINS MARKET,16
HAWKINS MARKET 3,563358,HAWKINS MARKET,HAWKINS MARKET,16
HAYESVILLE MARKET,721640,HAYESVILLE MARKET,HAYESVILLE MARKET,16
HAYESVILLE MARKET 2,563501,HAYESVILLE MARKET,HAYESVILLE MARKET,16
HEFFELFINGER'S MEATS INC,461786,HEFFELFINGERS MEATS,HEFFELFINGERS MEATS,16
JACK'S FARM MARKET,623216,JACKS FARM MARKET,JACKS FARM MARKET,16
JEROMESVILLE MARKET,409055,JEROMESVILLE MARKET,JEROMESVILLE MARKET,16
KEENER MEATS,393984,KEENER MEATS,KEENER MEATS,16
KEENER VALLEY MEATS INC,328110,KEENER VALLEY MEATS,KEENER VALLEY MEATS,16
MCKAY GENERAL STORE,431641,MCKAY GENERAL STORE,MCKAY GENERAL STORE,16
MINER'S SPARKLE MARKET,707499,MINERS SPARKLE MARKET,MINERS SPARKLE MARKET,16
MOHICAN COUNTRY STORE,274190,MOHICAN COUNTRY STORE,MOHICAN COUNTRY STORE,16
MOHICAN VALLEY MEATS,260114,MOHICAN VALLEY MEATS,MOHICAN VALLEY MEATS,16
MOLLYS CHEESE HOUSE INC,261091,MOLLYS CHEESE HOUSE,MOLLYS CHEESE HOUSE,16
NEFF'S SUPERMARKETS 5655,436228,NEFFS SUPERMARKETS,NEFFS SUPERMARKETS,16
PARK AVENUE VALU KING,463072,PARK AVENUE VALU KING,PARK AVENUE VALU KING,16
PARK MARKET & DELI,311627,PARK MARKET DELI,PARK MARKET DELI,16
PARK MARKET & DELI,572127,PARK MARKET DELI,PARK MARKET DELI,16
PARK MARKET AND DELI,377560,PARK MARKET AND DELI,PARK MARKET AND DELI,16
POLK GROCERY & HARDWARE,504474,POLK GROCERY HARDWARE,POLK GROCERY HARDWARE,16
POLK GROCERY & HARDWARE,338870,POLK GROCERY HARDWARE,POLK GROCERY HARDWARE,16
QUICK CHEK #122,359011,QUICK CHEK,QUICK CHEK,16
SAVANNAH BUYING CLUB,599558,SAVANNAH BUYING CLUB,SAVANNAH BUYING CLUB,16
SUPER X DRUG MART OH7,229842,SUPER X DRUG MART OH,SUPER X DRUG MART OH,16
TIMES PAST GENERAL STORE,621792,TIMES PAST GENERAL STORE,TIMES PAST GENERAL STORE,16
VILLAGE PANTRY,371882,VILLAGE PANTRY,VILLAGE PANTRY,16
3 C'S GROCERY,556848,CS GROCERY,CS GROCERY,16
ALLEN'S GROCERY,404998,ALLENS GROCERY,ALLENS GROCERY,16
ALRI SPEEDY MART,706678,ALRI SPEEDY MART,ALRI SPEEDY MART,16
AMBOY MARKET (THE),571222,AMBOY MARKET THE,AMBOY MARKET THE,16
AMOCO FOOD SHOP,690489,AMOCO FOOD SHOP,AMOCO FOOD SHOP,16
BAKER'S DOZEN BAKERY,508216,BAKERS DOZEN BAKERY,BAKERS DOZEN BAKERY,16
BALKAN BAKING COMPANY,441393,BALKAN BAKING COMPANY,BALKAN BAKING COMPANY,16
BASINGER FARM,251790,BASINGER FARM,BASINGER FARM,16
BB'S CORNER CARRY OUT,257514,BBS CORNER CARRY OUT,BBS CORNER CARRY OUT,16
BB'S CTR ST MINI MART,387057,BBS CTR ST MINI MART,BBS CTR ST MINI MART,16
BILICIC'S COUNTRY MALL,346010,BILICICS COUNTRY MALL,BILICICS COUNTRY MALL,16
BILL'S FOOD MARKET,710841,BILLS FOOD MARKET,BILLS FOOD MARKET,16
BISHOPS STOP N SAVE,438997,BISHOPS STOP N SAVE,BISHOPS STOP N SAVE,16
BRAD'S DELICATESSEN,637063,BRADS DELICATESSEN,BRADS DELICATESSEN,16
BRUCE'S FINE FOODS INC,578484,BRUCES FINE FOODS,BRUCES FINE FOODS,16
BUSHNELL STORE,680528,BUSHNELL STORE,BUSHNELL STORE,16
BUSHNELL STORE,299920,BUSHNELL STORE,BUSHNELL STORE,16
CJ'S FOOD MART,271357,CJS FOOD MART,CJS FOOD MART,16
COMMUNITY FOOD MART,573493,COMMUNITY FOOD MART,COMMUNITY FOOD MART,16
CONVENIENT  FD MT 3-052,363655,CONVENIENT FD MT,CONVENIENT FD MT,16
CONVENIENT FD MART  3-018,258643,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-010,400044,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-018,558753,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-018 (GENEVA) 3-018,613727,CONVENIENT FD MART GENEVA,CONVENIENT FD MART GENEVA,16
CONVENIENT FD MART 3-038,277505,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-038-2,305753,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-063,618384,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-110-2,549075,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-119,526879,CONVENIENT FD MART,CONVENIENT FD MART,16
CONVENIENT FD MART 3-123,340496,CONVENIENT FD MART,CONVENIENT FD MART,16
CORNER DR THRU & CO,252246,CORNER DR THRU CO,CORNER DR THRU CO,16
CORNER DRIVE THRU (THE),694579,CORNER DRIVE THRU THE,CORNER DRIVE THRU THE,16
COUNTRY FARM MARKET,666412,COUNTRY FARM MARKET,COUNTRY FARM MARKET,16
COZY CORNER,267507,COZY CORNER,COZY CORNER,16
CROSSROADS COUNTRY MART,574297,CROSSROADS COUNTRY MART,CROSSROADS COUNTRY MART,16
CUPIDO'S MARKET,281717,CUPIDOS MARKET,CUPIDOS MARKET,16
DAIRY MART  4293,646806,DAIRY MART,DAIRY MART,16
DAIRY MART  4210,477010,DAIRY MART,DAIRY MART,16
DAIRY MART  4252,411846,DAIRY MART,DAIRY MART,16
DAIRY MART  4243,675051,DAIRY MART,DAIRY MART,16
DAIRY MART  4294,290095,DAIRY MART,DAIRY MART,16
DAIRY MART 4273 4272,236136,DAIRY MART,DAIRY MART,16
DENMARK STORE (THE),648867,DENMARK STORE THE,DENMARK STORE THE,16
DI CESARE'S MKT,495808,DI CESARES MKT,DI CESARES MKT,16
DRIFTWOOD ACRES,411363,DRIFTWOOD ACRES,DRIFTWOOD ACRES,16
ERNIES GROG & GROCERIES,641795,ERNIES GROG GROCERIES,ERNIES GROG GROCERIES,16
FARONE'S PIZZERIA/DELI REST,508743,FARONES PIZZERIADELI REST,FARONES PIZZERIADELI REST,16
FASTCHECK FOODMART #116 712,635643,FASTCHECK FOODMART,FASTCHECK FOODMART,16
FASTCHECK FOODMART #119,363089,FASTCHECK FOODMART,FASTCHECK FOODMART,16
GAGEVILLE COUNTRY STORE,330778,GAGEVILLE COUNTRY STORE,GAGEVILLE COUNTRY STORE,16
GAGEVILLE COUNTRY STORE,528787,GAGEVILLE COUNTRY STORE,GAGEVILLE COUNTRY STORE,16
GAGEVILLE COUNTRY STORE,226783,GAGEVILLE COUNTRY STORE,GAGEVILLE COUNTRY STORE,16
GARDEN SPOT,717065,GARDEN SPOT,GARDEN SPOT,16
GARY'S DELICATESSEN,663880,GARYS DELICATESSEN,GARYS DELICATESSEN,16
GENEVA GIANT EAGLE,397032,GENEVA GIANT EAGLE,GENEVA GIANT EAGLE,16
GENEVA IGA,540452,GENEVA IGA,GENEVA IGA,16
GIANT EAGLE (ASHTABULA),631481,GIANT EAGLE ASHTABULA,GIANT EAGLE ASHTABULA,16
GIANT EAGLE 4011,607736,GIANT EAGLE,GIANT EAGLE,16
GN COUNTRY STORE,487948,GN COUNTRY STORE,GN COUNTRY STORE,16
GOODS BULK FOOD STORE,281789,GOODS BULK FOOD STORE,GOODS BULK FOOD STORE,16
GREEN ACRES COUNTRY STORE,498998,GREEN ACRES COUNTRY STORE,GREEN ACRES COUNTRY STORE,16
GREEN HEALTH FLORIST & BOOKS,587069,GREEN HEALTH FLORIST BOOKS,GREEN HEALTH FLORIST BOOKS,16
GROCERY BIN,671628,GROCERY BIN,GROCERY BIN,16
H & H FOODS,724314,H H FOODS,H H FOODS,16
HARBOR DELI COMPANY,298729,HARBOR DELI COMPANY,HARBOR DELI COMPANY,16
HARPERSFIELD FARM MARKET,486498,HARPERSFIELD FARM MARKET,HARPERSFIELD FARM MARKET,16
HARTSGROVE BP,394551,HARTSGROVE BP,HARTSGROVE BP,16
HARTSGROVE GENERAL STORE,318767,HARTSGROVE GENERAL STORE,HARTSGROVE GENERAL STORE,16
HEARTLAND EXPRESS SHOP,435892,HEARTLAND EXPRESS SHOP,HEARTLAND EXPRESS SHOP,16
HEARTLAND EXPRESS SHOPS INC,595006,HEARTLAND EXPRESS SHOPS,HEARTLAND EXPRESS SHOPS,16
INDIAN CREEK TRADING POST,292073,INDIAN CREEK TRADING POST,INDIAN CREEK TRADING POST,16
J J'S GROCERIES,596355,J JS GROCERIES,J JS GROCERIES,16
J JAE'S,698594,J JAES,J JAES,16
JEFFERSON FOOD COOP,390382,JEFFERSON FOOD COOP,JEFFERSON FOOD COOP,16
JOHNNY'S FARM MARKET,647062,JOHNNYS FARM MARKET,JOHNNYS FARM MARKET,16
JONES COUNTRY STORE,493249,JONES COUNTRY STORE,JONES COUNTRY STORE,16
JOSEPH TORMA,407273,JOSEPH TORMA,JOSEPH TORMA,16
JUBILEE FOODS,717966,JUBILEE FOODS,JUBILEE FOODS,16
KEN'S OLD ORCHARD HARBOR,704902,KENS OLD ORCHARD HARBOR,KENS OLD ORCHARD HARBOR,16
KENNETH N  SUNDBERG,693143,KENNETH N SUNDBERG,KENNETH N SUNDBERG,16
KENS OLD FASHION MEATS,452415,KENS OLD FASHION MEATS,KENS OLD FASHION MEATS,16
"LAKE ERIE BEVERAGE, INC  ",420853,LAKE ERIE BEVERAGE,LAKE ERIE BEVERAGE,16
LATIN SPECIALTIES,362294,LATIN SPECIALTIES,LATIN SPECIALTIES,16
LATIN SPECIALTIES,354260,LATIN SPECIALTIES,LATIN SPECIALTIES,16
LEE'S COUNTRY STORE,576325,LEES COUNTRY STORE,LEES COUNTRY STORE,16
LUV-IT MINI MART,378760,LUVIT MINI MART,LUVIT MINI MART,16
M & R FOOD MART,718728,M R FOOD MART,M R FOOD MART,16
M & R FOOD MART INC,460735,M R FOOD MART,M R FOOD MART,16
MOM'S GOURMET ICE CR/FRZ FDS,463965,MOMS GOURMET ICE CRFRZ FDS,MOMS GOURMET ICE CRFRZ FDS,16
MOSES FOOD STORE INC,631112,MOSES FOOD STORE,MOSES FOOD STORE,16
MOSES IGA,533449,MOSES IGA,MOSES IGA,16
MR FINICKY FINE FOODS,345090,MR FINICKY FINE FOODS,MR FINICKY FINE FOODS,16
NAPPI'S DELI,562681,NAPPIS DELI,NAPPIS DELI,16
NEW CENTURY FOODS,598331,NEW CENTURY FOODS,NEW CENTURY FOODS,16
OLD ORCHARD FARM MARKET,354931,OLD ORCHARD FARM MARKET,OLD ORCHARD FARM MARKET,16
OLSONS BAKERY,285454,OLSONS BAKERY,OLSONS BAKERY,16
ORLANDO'S GOLDEN DAWN,538610,ORLANDOS GOLDEN DAWN,ORLANDOS GOLDEN DAWN,16
ORWELL BEVERAGE CENTER,459629,ORWELL BEVERAGE CENTER,ORWELL BEVERAGE CENTER,16
PARSONS CORNER STORE,532801,PARSONS CORNER STORE,PARSONS CORNER STORE,16
PHAR-MOR OF OHIO INC  374,497040,PHARMOR OF OHIO,PHARMOR OF OHIO,16
RALPH'S VALU KING,690227,RALPHS VALU KING,RALPHS VALU KING,16
REGER'S FARM MARKET,652480,REGERS FARM MARKET,REGERS FARM MARKET,16
REGER'S FARM MARKET,389921,REGERS FARM MARKET,REGERS FARM MARKET,16
ROESCH'S NATURAL FOODS,594932,ROESCHS NATURAL FOODS,ROESCHS NATURAL FOODS,16
ROESCH'S WH'SLE NATURAL FOODS,315621,ROESCHS WHSLE NATURAL FOODS,ROESCHS WHSLE NATURAL FOODS,16
ROGERS PRODUCE MKT,396932,ROGERS PRODUCE MKT,ROGERS PRODUCE MKT,16
RON'S CHOICE MEATS & CATERING,612237,RONS CHOICE MEATS CATERING,RONS CHOICE MEATS CATERING,16
SANDRA'S GROCERY,338559,SANDRAS GROCERY,SANDRAS GROCERY,16
SCATTERED ACRES FRUIT/PRODUCE,527712,SCATTERED ACRES FRUITPRODUCE,SCATTERED ACRES FRUITPRODUCE,16
SHOPPING BAG INC (THE),504997,SHOPPING BAG THE,SHOPPING BAG THE,16
SPRING HILL FARM MARKET,500291,SPRING HILL FARM MARKET,SPRING HILL FARM MARKET,16
ST. ANGELOS MEATS & DELI,570494,ST ANGELOS MEATS DELI,ST ANGELOS MEATS DELI,16
TAYLORS MARKET,367378,TAYLORS MARKET,TAYLORS MARKET,16
TOP O'THE HILL FD MT,353216,TOP OTHE HILL FD MT,TOP OTHE HILL FD MT,16
TOPS  882,507636,TOPS,TOPS,16
TOWN & COUNTRY STORE,545844,TOWN COUNTRY STORE,TOWN COUNTRY STORE,16
TRIANGLE OF WINDSOR,692269,TRIANGLE OF WINDSOR,TRIANGLE OF WINDSOR,16
U.S. CONVENIENT MART,509844,US CONVENIENT MART,US CONVENIENT MART,16
VIC'S GENEVA QUALITY MEATS,312280,VICS GENEVA QUALITY MEATS,VICS GENEVA QUALITY MEATS,16
YOUR CORNER STORE,569122,YOUR CORNER STORE,YOUR CORNER STORE,16
ARROWHEAD FOOD STORES,612383,ARROWHEAD FOOD STORES,ARROWHEAD FOOD STORES,16
ART GISH,441580,ART GISH,ART GISH,16
ATHENS BUYING CLUB,415444,ATHENS BUYING CLUB,ATHENS BUYING CLUB,16
ATHENS FOOD CO-OP,538035,ATHENS FOOD COOP,ATHENS FOOD COOP,16
ATHENS MOR FOR LESS #5441,287238,ATHENS MOR FOR LESS,ATHENS MOR FOR LESS,16
ATHENS SAVE-A-LOT,323958,SAVEALOT,ATHENS SAVEALOT,16
BIG BEAR  60,351909,BIG BEAR,BIG BEAR,16
BIG BEAR STORE  74,422889,BIG BEAR STORE,BIG BEAR STORE,16
BOB'S FOODLAND,273514,BOBS FOODLAND,BOBS FOODLAND,16
BOB'S SUPERMARKET #118,348297,BOBS SUPERMARKET,BOBS SUPERMARKET,16
BOB'S SUPERMARKET #161,330937,BOBS SUPERMARKET,BOBS SUPERMARKET,16
BOB'S SUPERMARKET #705,690513,BOBS SUPERMARKET,BOBS SUPERMARKET,16
BOB'S SUPERMARKET #706,478027,BOBS SUPERMARKET,BOBS SUPERMARKET,16
BOYER'S CARRY OUT,632339,BOYERS CARRY OUT,BOYERS CARRY OUT,16
BURR OAK FOODLAND,627575,BURR OAK FOODLAND,BURR OAK FOODLAND,16
BURR OAK FOODLAND,329702,BURR OAK FOODLAND,BURR OAK FOODLAND,16
CAROL'S CONVENIENT,339061,CAROLS CONVENIENT,CAROLS CONVENIENT,16
CEE DEE HANDY MART,490145,CEE DEE HANDY MART,CEE DEE HANDY MART,16
CEE-DEE HANDY MART,644511,CEEDEE HANDY MART,CEEDEE HANDY MART,16
CEE-DEE HANDY MART,718568,CEEDEE HANDY MART,CEEDEE HANDY MART,16
CHAUNCEY FOOD MART #233,339465,CHAUNCEY FOOD MART,CHAUNCEY FOOD MART,16
CROSS ROADS CONV. STORE BUCHTEL,719264,CROSS ROADS CONV STORE BUCHTEL,CROSS ROADS CONV STORE BUCHTEL,16
CVS  6184,404231,CVS,CVS,16
D & J GROCERY,605948,D J GROCERY,D J GROCERY,16
D & J GROCERY,467465,D J GROCERY,D J GROCERY,16
DAIRY MART #7363,368431,DAIRY MART,DAIRY MART,16
DUNROVIN FRUIT FARM,723050,DUNROVIN FRUIT FARM,DUNROVIN FRUIT FARM,16
DUTCH CREEK COMMUNITY FARM,278359,DUTCH CREEK COMMUNITY FARM,DUTCH CREEK COMMUNITY FARM,16
E-Z ONE STOP,510773,EZ ONE STOP,EZ ONE STOP,16
EDWARDS SUPERMARKET,429468,EDWARDS SUPERMARKET,EDWARDS SUPERMARKET,16
FARMS-A-PLENTY,580589,FARMSAPLENTY,FARMSAPLENTY,16
FESTIVAL MARKETPLACE,458910,FESTIVAL MARKETPLACE,FESTIVAL MARKETPLACE,16
GLOUSTER E-Z MART,650298,GLOUSTER EZ MART,GLOUSTER EZ MART,16
GLOUSTER KEY MARKETS INC,437114,GLOUSTER KEY MARKETS,GLOUSTER KEY MARKETS,16
GOOD FOOD DIRECT,598461,GOOD FOOD DIRECT,GOOD FOOD DIRECT,16
GRANTS CONVENIENT,349656,GRANTS CONVENIENT,GRANTS CONVENIENT,16
GUYSVILLE CORNER MART,277260,GUYSVILLE CORNER MART,GUYSVILLE CORNER MART,16
HEINER'S BAKERY INC,667677,HEINERS BAKERY,HEINERS BAKERY,16
HILLTOP,234754,HILLTOP,HILLTOP,16
HILLTOP (THE),266832,HILLTOP THE,HILLTOP THE,16
JIMS SUPER STOP,459107,JIMS SUPER STOP,JIMS SUPER STOP,16
JUNES PRODUCE,542651,JUNES PRODUCE,JUNES PRODUCE,16
KROGER  223,683587,KROGER,KROGER,16
L & J MART,726277,L J MART,L J MART,16
LODI GENERAL,689304,LODI GENERAL,LODI GENERAL,16
LODI GENERAL STORE,463748,LODI GENERAL STORE,LODI GENERAL STORE,16
LONG RUN BUYING CLUB,302106,LONG RUN BUYING CLUB,LONG RUN BUYING CLUB,16
MAIN STREET MARKET,712767,MAIN STREET MARKET,MAIN STREET MARKET,16
MAIN STREET MARKET,511444,MAIN STREET MARKET,MAIN STREET MARKET,16
MAIN STREET MARKET,352371,MAIN STREET MARKET,MAIN STREET MARKET,16
MAIN STREET MARKET #1,714125,MAIN STREET MARKET,MAIN STREET MARKET,16
MI-T-MART,650562,MITMART,MITMART,16
MOR FOR LESS,289364,MOR FOR LESS,MOR FOR LESS,16
NELSONVILLE FARM MKT,328689,NELSONVILLE FARM MKT,NELSONVILLE FARM MKT,16
