Store Name,Record ID,Likelyname,retailername,group
Swiftwater B Quik,1074823,SWIFTWATER B QUIK,SWIFTWATER B QUIK,6
Swiftwater B-quik,1180371,SWIFTWATER BQUIK,SWIFTWATER BQUIK,6
TAM FOOD STORE,235394,TAM FOOD STORE,TAM FOOD STORE,6
The Curb Store,1047469,THE CURB STORE,THE CURB STORE,6
The Gator Den,1057434,THE GATOR DEN,THE GATOR DEN,6
THE OLD CORNER STORE,259546,THE OLD CORNER STORE,THE OLD CORNER STORE,6
TIMS GROCERY,729175,TIMS GROCERY,TIMS GROCERY,6
Tiny's Food Mart 1,1410314,TINYS FOOD MART,TINYS FOOD MART,6
Uncle Sam's Stop,1345169,UNCLE SAMS STOP,UNCLE SAMS STOP,6
WALGREEN 09144,769517,WALGREENS,WALGREEN,6
Walmart S/C  182,540796,WALMART,WALMART SC,6
WASHINGTON GROCERY,574908,WASHINGTON GROCERY,WASHINGTON GROCERY,6
Wefi Food Market,1136086,WEFI FOOD MARKET,WEFI FOOD MARKET,6
Williams Mini Mart,953182,WILLIAMS MINI MART,WILLIAMS MINI MART,6
WING DING,846723,WING DING,WING DING,6
WING DINGS,226000,WING DINGS,WING DINGS,6
WING DINGS,981420,WING DINGS,WING DINGS,6
Wing Dings,1168989,WING DINGS,WING DINGS,6
Wing Dings,1297198,WING DINGS,WING DINGS,6
WINSTONVILLES CONVENIENT MART,817630,WINSTONVILLES CONVENIENT MART,WINSTONVILLES CONVENIENT MART,6
WINTERVILLE COUNTRY STORE,289717,WINTERVILLE COUNTRY STORE,WINTERVILLE COUNTRY STORE,6
Z Mart Inc. / Delta One Stop,984373,Z MART DELTA ONE STOP,Z MART DELTA ONE STOP,6
Zip Quick,1173937,ZIP QUICK,ZIP QUICK,6
ZIP TRIP 3,849340,ZIP TRIP,ZIP TRIP,6
Zip Trip,1159075,ZIP TRIP,ZIP TRIP,6
Zip Trip,1304771,ZIP TRIP,ZIP TRIP,6
Zip Trip 2,1440956,ZIP TRIP,ZIP TRIP,6
ZIP TRIP OF ARCOLA,983945,ZIP TRIP OF ARCOLA,ZIP TRIP OF ARCOLA,6
