Store Name,Record ID,Likelyname,retailername,group
KORNER KUPBOARD,256098,KORNER KUPBOARD,KORNER KUPBOARD,18
KORNER KUPBOARD GROC,431333,KORNER KUPBOARD GROC,KORNER KUPBOARD GROC,18
MAIN STREET MARKET & DELI,287876,MAIN STREET MARKET DELI,MAIN STREET MARKET DELI,18
MARK'S CARRYOUT,685958,MARKS CARRYOUT,MARKS CARRYOUT,18
MARK'S CARRYOUT,493940,MARKS CARRYOUT,MARKS CARRYOUT,18
MARYANN'S GROCERY,581663,MARYANNS GROCERY,MARYANNS GROCERY,18
MARYANN'S GROCERY,428582,MARYANNS GROCERY,MARYANNS GROCERY,18
MARYANNS GROCERY,379539,MARYANNS GROCERY,MARYANNS GROCERY,18
MOM & POP QUICK STOP INC,495191,MOM POP QUICK STOP,MOM POP QUICK STOP,18
PARTYLAND,659401,PARTYLAND,PARTYLAND,18
PATSY'S KWIK STOP,490376,PATSYS KWIK STOP,PATSYS KWIK STOP,18
PEGGY D'S ONE STOP CARRY OUT,591377,PEGGY DS ONE STOP CARRY OUT,PEGGY DS ONE STOP CARRY OUT,18
PIZER'S GULF SERVICE,360411,PIZERS GULF SERVICE,PIZERS GULF SERVICE,18
RONNIES FRUIT MARKET,299376,RONNIES FRUIT MARKET,RONNIES FRUIT MARKET,18
SALERNO'S MEAT MKT  & DELI,673379,SALERNOS MEAT MKT DELI,SALERNOS MEAT MKT DELI,18
STOP-N-GIT,508566,STOPNGIT,STOPNGIT,18
THE MARKET,696401,THE MARKET,THE MARKET,18
THE MARKET,374440,THE MARKET,THE MARKET,18
WELLSBURG SAV-RITE,344976,WELLSBURG SAVRITE,WELLSBURG SAVRITE,18
WELLSBURG SHOP N SAVE,706799,WELLSBURG SHOP N SAVE,WELLSBURG SHOP N SAVE,18
WELLSBURG SHOP N SAVE,577306,WELLSBURG SHOP N SAVE,WELLSBURG SHOP N SAVE,18
WELSHHAN'S GROCERY,650663,WELSHHANS GROCERY,WELSHHANS GROCERY,18
WONDER HOSTESS BAKERY OUTLET 1894,692631,WONDER HOSTESS BAKERY OUTLET,WONDER HOSTESS BAKERY OUTLET,18
20TH STREET MARKET,671734,TH STREET MARKET,TH STREET MARKET,18
25TH STREET GROCERY,437035,TH STREET GROCERY,TH STREET GROCERY,18
5TH ST W MINI-MART & CARRYOUT,236705,TH ST W MINIMART CARRYOUT,TH ST W MINIMART CARRYOUT,18
7-ELEVEN  124,530586,SEVEN ELEVEN,ELEVEN,18
7-ELEVEN  113,344911,SEVEN ELEVEN,ELEVEN,18
7-ELEVEN  112,612566,SEVEN ELEVEN,ELEVEN,18
7-ELEVEN FOOD STORES  112,478087,SEVEN ELEVEN,ELEVEN FOOD STORES,18
7/11 STORE  113,226325,STORE,STORE,18
A TO Z CARRY OUT,677059,A TO Z CARRY OUT,A TO Z CARRY OUT,18
ADKINS GENERAL STORE,340339,ADKINS GENERAL STORE,ADKINS GENERAL STORE,18
AK CARRYOUT,343365,AK CARRYOUT,AK CARRYOUT,18
ALLEYS ASHLAND MART INC.,695907,ALLEYS ASHLAND MART,ALLEYS ASHLAND MART,18
ANDY'S SHORT STOP,378745,ANDYS SHORT STOP,ANDYS SHORT STOP,18
BECK'S CIGARETTE'S CHEAPER,416882,BECKS CIGARETTES CHEAPER,BECKS CIGARETTES CHEAPER,18
BIG BEAR PLUS  259,471877,BIG BEAR PLUS,BIG BEAR PLUS,18
BIG BEAR STORE  31,718596,BIG BEAR STORE,BIG BEAR STORE,18
BIG BEAR STORE  40,372269,BIG BEAR STORE,BIG BEAR STORE,18
BIG VERN'S PRODUCE,272319,BIG VERNS PRODUCE,BIG VERNS PRODUCE,18
BILLYS FOOD MARKET,413728,BILLYS FOOD MARKET,BILLYS FOOD MARKET,18
BOOTH'S MARKET,325379,BOOTHS MARKET,BOOTHS MARKET,18
C & G  GROCERY,458615,C G GROCERY,C G GROCERY,18
C & G  GROCERY #2,450860,C G GROCERY,C G GROCERY,18
C & M GROCERY,359949,C M GROCERY,C M GROCERY,18
C & M GROCERY,423603,C M GROCERY,C M GROCERY,18
C&W FOOD MKT,308493,CW FOOD MKT,CW FOOD MKT,18
CHARLIE'S GROCERY,699403,CHARLIES GROCERY,CHARLIES GROCERY,18
CHEVRON FOOD MART #205,322622,CHEVRON FOOD MART,CHEVRON FOOD MART,18
CHILDERS GENERAL STORE,228183,CHILDERS GENERAL STORE,CHILDERS GENERAL STORE,18
CIGARETTES CHEAPER #3,253427,CIGARETTES CHEAPER,CIGARETTES CHEAPER,18
"CISCO GROCERY, INC  ",407629,CISCO GROCERY,CISCO GROCERY,18
CISCO'S GROCERY,470547,CISCOS GROCERY,CISCOS GROCERY,18
CORNER FISH & PASTA MKT,294731,CORNER FISH PASTA MKT,CORNER FISH PASTA MKT,18
COUNTRY CUPBOARD,674867,COUNTRY CUPBOARD,COUNTRY CUPBOARD,18
COUNTRY GOURMET,257393,COUNTRY GOURMET,COUNTRY GOURMET,18
COWAN LEASING,277358,COWAN LEASING,COWAN LEASING,18
CPC DISTRIBUTORS - ONA,428013,CPC DISTRIBUTORS ONA,CPC DISTRIBUTORS ONA,18
CUB FOODS,605540,CUB FOODS,CUB FOODS,18
CUSTOM MEATS,402882,CUSTOM MEATS,CUSTOM MEATS,18
D&E CARRY OUT,708811,DE CARRY OUT,DE CARRY OUT,18
DAN'S CARRYOUT,580324,DANS CARRYOUT,DANS CARRYOUT,18
DAVIS & SON GRO,626103,DAVIS SON GRO,DAVIS SON GRO,18
DEBBIE'S PRODUCE,243480,DEBBIES PRODUCE,DEBBIES PRODUCE,18
DOTTIE'S PIE SHOPPE,618219,DOTTIES PIE SHOPPE,DOTTIES PIE SHOPPE,18
DOVEL'S GROCERY,428649,DOVELS GROCERY,DOVELS GROCERY,18
E & J'S CARRY OUT INC,719323,E JS CARRY OUT,E JS CARRY OUT,18
E.J.'S DELI & MARKET,350308,EJS DELI MARKET,EJS DELI MARKET,18
EAST END DRIVE THRU,474505,EAST END DRIVE THRU,EAST END DRIVE THRU,18
EAVES GENERAL STORE,283095,EAVES GENERAL STORE,EAVES GENERAL STORE,18
ECONOMY FOOD MART,588774,ECONOMY FOOD MART,ECONOMY FOOD MART,18
ECONOMY FOOD MART,457406,ECONOMY FOOD MART,ECONOMY FOOD MART,18
EDWARD G. PRESTON,577699,EDWARD G PRESTON,EDWARD G PRESTON,18
ERMAL JOHNSON PRODUCE,253202,ERMAL JOHNSON PRODUCE,ERMAL JOHNSON PRODUCE,18
"ERWIN'S MARKET, INC  ",265269,ERWINS MARKET,ERWINS MARKET,18
FAIRFIELD FOODLAND 4202,694738,FAIRFIELD FOODLAND,FAIRFIELD FOODLAND,18
FLOYD'S PRODUCE,279220,FLOYDS PRODUCE,FLOYDS PRODUCE,18
FOOD STOP,672686,FOOD STOP,FOOD STOP,18
FUZZYS MARKET,420555,FUZZYS MARKET,FUZZYS MARKET,18
GREEN VALLEY MARKET,498848,GREEN VALLEY MARKET,GREEN VALLEY MARKET,18
GUYANDOTTE GROCERY,721569,GUYANDOTTE GROCERY,GUYANDOTTE GROCERY,18
HANDI-MART  120,259797,HANDIMART,HANDIMART,18
HANDY PANTRY MART #2 INC,239163,HANDY PANTRY MART,HANDY PANTRY MART,18
HAP'S GROCERY,405471,HAPS GROCERY,HAPS GROCERY,18
HARLESS GROCERY,568369,HARLESS GROCERY,HARLESS GROCERY,18
HARTS CORNER BACK DOOR,575171,HARTS CORNER BACK DOOR,HARTS CORNER BACK DOOR,18
HARVEYTOWN MARKET & DELI,638743,HARVEYTOWN MARKET DELI,HARVEYTOWN MARKET DELI,18
HARVEYTOWN MARKET INC,519819,HARVEYTOWN MARKET,HARVEYTOWN MARKET,18
HARVEYTOWN MINI-MART,718641,HARVEYTOWN MINIMART,HARVEYTOWN MINIMART,18
HERD COUNTRY GENERAL STORE & SUPP,702226,HERD COUNTRY GENERAL STORE SUPP,HERD COUNTRY GENERAL STORE SUPP,18
HITCHINGS FOOD MARKET,540843,HITCHINGS FOOD MARKET,HITCHINGS FOOD MARKET,18
HOBIE'S CONVENIENCE PLUS,445584,HOBIES CONVENIENCE PLUS,HOBIES CONVENIENCE PLUS,18
HOMER JORDAN'S GROC,475607,HOMER JORDANS GROC,HOMER JORDANS GROC,18
HUNTINGTON SAVE A LOT,354486,HUNTINGTON SAVE A LOT,HUNTINGTON SAVE A LOT,18
INSCO'S CONVENIENT STORE,331959,INSCOS CONVENIENT STORE,INSCOS CONVENIENT STORE,18
INTERNATIONAL FOOD,649125,INTERNATIONAL FOOD,INTERNATIONAL FOOD,18
INTERNATIONAL MARKET,406804,INTERNATIONAL MARKET,INTERNATIONAL MARKET,18
J & W CARRYOUT INC,575168,J W CARRYOUT,J W CARRYOUT,18
J L RAMSEY PRODUCE,378413,J L RAMSEY PRODUCE,J L RAMSEY PRODUCE,18
JEFFERS CONVENIENT MART,496092,JEFFERS CONVENIENT MART,JEFFERS CONVENIENT MART,18
JJJ FOOD MART INC #1,727456,JJJ FOOD MART,JJJ FOOD MART,18
JONES CUSTOM PROCESSORS #2,678948,JONES CUSTOM PROCESSORS,JONES CUSTOM PROCESSORS,18
JONES CUSTOM PROCESSORS INC,464389,JONES CUSTOM PROCESSORS,JONES CUSTOM PROCESSORS,18
KC CARRYOUT,406883,KC CARRYOUT,KC CARRYOUT,18
