Store Name,Record ID,Likelyname,retailername,group
DOLLAR GENERAL 6874,749618,DOLLAR GENERAL,DOLLAR GENERAL,4
DOLLAR GENERAL 10387,783564,DOLLAR GENERAL,DOLLAR GENERAL,4
DOLLAR GENERAL 10769,806480,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 10890,817317,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 10961,822283,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 10666,831315,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 11450,876774,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 11468,876771,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 12027,925109,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 12188,941783,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 12387,970510,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 12705,984442,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 13250,1032455,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 13720,1051825,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 14215,1081634,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 15246,1148439,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 15502,1164836,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 15471,1172386,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 15430,1180207,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 17050,1238813,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 19326,1295157,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 18907,1300957,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 21085,1363962,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 21230,1373618,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 6371,1393247,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 12027,1405744,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 22150,1412081,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 22308,1422134,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 22566,1423496,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General 22309,1429668,DOLLAR GENERAL,DOLLAR GENERAL,4
Dollar General Store 13058,1019823,DOLLAR GENERAL,DOLLAR GENERAL STORE,4
Dollar Mart,1304797,DOLLAR MART,DOLLAR MART,4
DOLLAR PLUS MART,677091,DOLLAR PLUS MART,DOLLAR PLUS MART,4
DOLLAR TREE 3407,783412,DOLLAR TREE,DOLLAR TREE,4
DOLLAR TREE 0725,804174,DOLLAR TREE,DOLLAR TREE,4
DOLLAR TREE 0726,804175,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 1352,807869,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 2831,807827,DOLLAR TREE,DOLLAR TREE,4
DOLLAR TREE 0718,807817,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 6542,833430,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 3741,833389,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 3036,862889,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 1375,863221,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 2104,919595,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 1100,919573,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 2419,919601,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 1376,925105,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 193,932622,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 2092,976697,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 2315,978383,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 4822,1052536,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 5188,1091087,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 5291,1110780,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 5650,1157142,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 5699,1169580,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 5937,1215994,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 6131,1231356,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 7092,1289503,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 7162,1301559,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 7860,1359895,DOLLAR TREE,DOLLAR TREE,4
Dollar Tree 8856,1459949,DOLLAR TREE,DOLLAR TREE,4
DollarTree 7533,1352789,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 7997,1374842,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 7640,1381919,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 7712,1386307,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 1100,1391933,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 8491,1402707,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 8662,1439902,DOLLAR TREE,DOLLARTREE,4
DOLLARTREE 8804,1449168,DOLLAR TREE,DOLLARTREE,4
