Store Name,Record ID,Likelyname,retailername,group
SUNRISE FOOD MART 58,775031,SUNRISE FOOD MART,SUNRISE FOOD MART,2
SUNRISE FOOD MART,807225,SUNRISE FOOD MART,SUNRISE FOOD MART,2
Sunrise Food Mart 84,912371,SUNRISE FOOD MART,SUNRISE FOOD MART,2
Sunrise Food Mart 159,1231136,SUNRISE FOOD MART,SUNRISE FOOD MART,2
Sunshine Express 278,1145656,SUNSHINE EXPRESS,SUNSHINE EXPRESS,2
Sunshine Express 127,1238268,SUNSHINE EXPRESS,SUNSHINE EXPRESS,2
Sunshine Food Mart 127,1043893,SUNSHINE FOOD MART,SUNSHINE FOOD MART,2
Sunshine Foodmart 278,1415063,SUNSHINE FOODMART,SUNSHINE FOODMART,2
Sunshine Foods 262,992664,SUNSHINE FOODS,SUNSHINE FOODS,2
Sunshine Foods,1018961,SUNSHINE FOODS,SUNSHINE FOODS,2
Sunshine Foods 262,1210100,SUNSHINE FOODS,SUNSHINE FOODS,2
SunStop 348,1196936,SUNSTOP,SUNSTOP,2
SunStop 340,1196920,SUNSTOP,SUNSTOP,2
Super America 2,1460391,SUPER AMERICA,SUPER AMERICA,2
SWEETBAY SUPERMARKET 1786,622613,SWEETBAY SUPERMARKET,SWEETBAY SUPERMARKET,2
T & J Seafood,931807,T J SEAFOOD,T J SEAFOOD,2
T&J SEAFOOD,758195,TJ SEAFOOD,TJ SEAFOOD,2
Tanim Inc.    39th Express,1268442,TANIM TH EXPRESS,TANIM TH EXPRESS,2
Target 3238,1302607,TARGET,TARGET,2
Target Store T-687,817629,TARGET STORE T,TARGET STORE T,2
The Fresh Market 082,1071606,THE FRESH MARKET,THE FRESH MARKET,2
The Gator Store,1193256,THE GATOR STORE,THE GATOR STORE,2
The Gator Store,1380797,THE GATOR STORE,THE GATOR STORE,2
The Produce Place,1081437,THE PRODUCE PLACE,THE PRODUCE PLACE,2
The Produce Place Llc,1318022,THE PRODUCE PLACE,THE PRODUCE PLACE,2
The Trucker,1309676,THE TRUCKER,THE TRUCKER,2
Tienda Latina Joselin,1183251,TIENDA LATINA JOSELIN,TIENDA LATINA JOSELIN,2
TIM'S FAST NICKEL,674423,TIMS FAST NICKEL,TIMS FAST NICKEL,2
TJS BARGAIN BIN,803524,TJS BARGAIN BIN,TJS BARGAIN BIN,2
Trader Joes 764,1077207,TRADER JOES,TRADER JOES,2
"Tristar Invesco Inc, Dba Sunrise Food Mart 30",1062249,TRISTAR INVESCO DBA SUNRISE FOOD MART,TRISTAR INVESCO DBA SUNRISE FOOD MART,2
Union Street Farmer's Market Ebt Booth,978153,UNION STREET FARMERS MARKET EBT BOOTH,UNION STREET FARMERS MARKET EBT BOOTH,2
Union Street Farmer's Market Ebt Booth,1284435,UNION STREET FARMERS MARKET EBT BOOTH,UNION STREET FARMERS MARKET EBT BOOTH,2
Union Street Farmers Market,1400276,UNION STREET FARMERS MARKET,UNION STREET FARMERS MARKET,2
University Chevron,1061997,UNIVERSITY CHEVRON,UNIVERSITY CHEVRON,2
UNIVERSITY CHEVRON FOOD MART,452638,UNIVERSITY CHEVRON FOOD MART,UNIVERSITY CHEVRON FOOD MART,2
UNIVERSITY CHEVRON FOOD MART,797031,UNIVERSITY CHEVRON FOOD MART,UNIVERSITY CHEVRON FOOD MART,2
Waldo Quick Shop,1157696,WALDO QUICK SHOP,WALDO QUICK SHOP,2
Waldo Quick Stop Inc,1017214,WALDO QUICK STOP,WALDO QUICK STOP,2
WALDO SUPERMARKET,554000,WALDO SUPERMARKET,WALDO SUPERMARKET,2
WALDO SUPERMARKET,790029,WALDO SUPERMARKET,WALDO SUPERMARKET,2
WALDO SUPERMARKET,798399,WALDO SUPERMARKET,WALDO SUPERMARKET,2
Waldo Travel Center 1058,1220902,WALDO TRAVEL CENTER,WALDO TRAVEL CENTER,2
WALGREEN 09304,777814,WALGREENS,WALGREEN,2
WALGREEN 09617,806576,WALGREENS,WALGREEN,2
Walgreens 4037,604212,WALGREENS,WALGREENS,2
Walgreens 4272,461311,WALGREENS,WALGREENS,2
Walgreens 5024,548823,WALGREENS,WALGREENS,2
Walgreens 5994,337444,WALGREENS,WALGREENS,2
Walgreens 10792,871712,WALGREENS,WALGREENS,2
Walgreens 11245,873916,WALGREENS,WALGREENS,2
Walgreens 11244,899403,WALGREENS,WALGREENS,2
Walgreens 12316,910516,WALGREENS,WALGREENS,2
Walmart STORE  1081,414713,WALMART,WALMART STORE,2
Walmart SUPERCENTER 538,320890,WALMART,WALMART SUPERCENTER,2
Walmart Supercenter 3877,852790,WALMART,WALMART SUPERCENTER,2
Walmart Supercenter 1081,1253770,WALMART,WALMART SUPERCENTER,2
WARD'S SUPERMARKET,372658,WARDS SUPERMARKET,WARDS SUPERMARKET,2
Wawa 5325,1400693,WAWA,WAWA,2
Wawa 5385,1400695,WAWA,WAWA,2
Wawa Store 5384,1415882,WAWA STORE,WAWA STORE,2
Wawa Store 5313,1423983,WAWA STORE,WAWA STORE,2
WEST COAST SEAFOOD PLAZA,582325,WEST COAST SEAFOOD PLAZA,WEST COAST SEAFOOD PLAZA,2
