Store Name,Record ID,Likelyname,retailername,group
Aplus 40454,1321048,APLUS,APLUS,9
Blain Market Llc,1356360,BLAIN MARKET,BLAIN MARKET,9
Books Market,1184876,BOOKS MARKET,BOOKS MARKET,9
Books Market And Sporting Goods,1268949,BOOKS MARKET AND SPORTING GOODS,BOOKS MARKET AND SPORTING GOODS,9
BOOKS MKT,476954,BOOKS MKT,BOOKS MKT,9
BUTCHER'S FARM MARKET,373162,BUTCHERS FARM MARKET,BUTCHERS FARM MARKET,9
Deimlers Butcher Shop,994239,DEIMLERS BUTCHER SHOP,DEIMLERS BUTCHER SHOP,9
Dollar General 4632,652768,DOLLAR GENERAL,DOLLAR GENERAL,9
DOLLAR GENERAL  8897,368473,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 6315,749393,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 8311,760322,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 15642,1210752,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 19690,1345131,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 22638,1462310,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General 22052,1465938,DOLLAR GENERAL,DOLLAR GENERAL,9
Dollar General Store 16440,1252631,DOLLAR GENERAL,DOLLAR GENERAL STORE,9
DUNCANNON MOBIL 100,442981,DUNCANNON MOBIL,DUNCANNON MOBIL,9
EAST END MKT & DELI,673547,EAST END MKT DELI,EAST END MKT DELI,9
Family Dollar 11302,1224363,FAMILY DOLLAR,FAMILY DOLLAR,9
Family Dollar Store 3126,902387,FAMILY DOLLAR,FAMILY DOLLAR STORE,9
Family Dollar Store 9294,1101650,FAMILY DOLLAR,FAMILY DOLLAR STORE,9
FERSTERS MEAT MKT,705760,FERSTERS MEAT MKT,FERSTERS MEAT MKT,9
Food Plus,1395985,FOOD PLUS,FOOD PLUS,9
GIANT FOOD STORE 6100,303232,GIANT FOOD STORE,GIANT FOOD STORE,9
GREEN VALLEY CAMPGROUND,463934,GREEN VALLEY CAMPGROUND,GREEN VALLEY CAMPGROUND,9
HENRYS MEAT MKT,668681,HENRYS MEAT MKT,HENRYS MEAT MKT,9
ICKESBURG PRO HARDWARE & GROCERY,675632,ICKESBURG PRO HARDWARE GROCERY,ICKESBURG PRO HARDWARE GROCERY,9
Joe's Kwik Mart 1036,947976,JOES KWIK MART,JOES KWIK MART,9
Just Deals,999412,JUST DEALS,JUST DEALS,9
Karns Quality Foods,752669,KARNS QUALITY FOODS,KARNS QUALITY FOODS,9
Karns Quality Foods 444,1480299,KARNS QUALITY FOODS,KARNS QUALITY FOODS,9
Landisburg Mart,1000825,LANDISBURG MART,LANDISBURG MART,9
Liberty Travel Plaza - Duncannon,1194003,LIBERTY TRAVEL PLAZA DUNCANNON,LIBERTY TRAVEL PLAZA DUNCANNON,9
MILLER'S MARKET,620628,MILLERS MARKET,MILLERS MARKET,9
Miller's Market,887038,MILLERS MARKET,MILLERS MARKET,9
Morrison's Grocery Deli,1130126,MORRISONS GROCERY DELI,MORRISONS GROCERY DELI,9
MUTZABAUGHS MKT INC,671012,MUTZABAUGHS MKT,MUTZABAUGHS MKT,9
New Bloomfield Mart,1054493,NEW BLOOMFIELD MART,NEW BLOOMFIELD MART,9
Newport Discount,1292165,NEWPORT DISCOUNT,NEWPORT DISCOUNT,9
NEWPORT HEALTH FOOD STR,576452,NEWPORT HEALTH FOOD STR,NEWPORT HEALTH FOOD STR,9
NEWPORT MOBIL  97,689339,NEWPORT MOBIL,NEWPORT MOBIL,9
Newport Natural Foods,882108,NEWPORT NATURAL FOODS,NEWPORT NATURAL FOODS,9
P.D. S. ENTERTAINMENT,462185,PD S ENTERTAINMENT,PD S ENTERTAINMENT,9
Peaceful Valley Farm Market,1431389,PEACEFUL VALLEY FARM MARKET,PEACEFUL VALLEY FARM MARKET,9
Quick Mart,926393,QUICK MART,QUICK MART,9
Quick Mart,951378,QUICK MART,QUICK MART,9
Quick Mart,1171193,QUICK MART,QUICK MART,9
Quick Mart,1430193,QUICK MART,QUICK MART,9
R & S SURPLUS FOODS,598351,R S SURPLUS FOODS,R S SURPLUS FOODS,9
Radhe Krup Inc,1264866,RADHE KRUP,RADHE KRUP,9
REBECCAS DISC FOODS,508906,REBECCAS DISC FOODS,REBECCAS DISC FOODS,9
Rite Aid 3804,869501,RITE AID,RITE AID,9
Rite Aid 04286,933098,RITE AID,RITE AID,9
Rite Aid 04293,933101,RITE AID,RITE AID,9
Sd Quickstop,1432798,SD QUICKSTOP,SD QUICKSTOP,9
Seaman's Market,750780,SEAMANS MARKET,SEAMANS MARKET,9
SHARAR'S GROCERY,757200,SHARARS GROCERY,SHARARS GROCERY,9
SHARARS GROCERY,495834,SHARARS GROCERY,SHARARS GROCERY,9
Sheetz 288,427933,SHEETZ,SHEETZ,9
Skyline Bargains,1185488,SKYLINE BARGAINS,SKYLINE BARGAINS,9
Super 7 Food Mart,839654,SUPER FOOD MART,SUPER FOOD MART,9
Susquehanna Cafe 2,1006954,SUSQUEHANNA CAFE,SUSQUEHANNA CAFE,9
T & T Bargain Store,910275,T T BARGAIN STORE,T T BARGAIN STORE,9
Uni-Mart 4235,841803,UNIMART,UNIMART,9
Us Fuel,1258680,US FUEL,US FUEL,9
Village Square Market,883762,VILLAGE SQUARE MARKET,VILLAGE SQUARE MARKET,9
Weis Markets 20,572701,WEIS MARKETS,WEIS MARKETS,9
"WRIGHT'S FOOD MARKET, INC. #709  ",313363,WRIGHTS FOOD MARKET,WRIGHTS FOOD MARKET,9
"""""""""GARDEN FRESH"""""""" PRODUCE AND DELI  ",579051,GARDEN FRESH PRODUCE AND DELI,GARDEN FRESH PRODUCE AND DELI,9
1 Stop Deli & Grocery 1,1254758,STOP DELI GROCERY,STOP DELI GROCERY,9
10 Brothers Food Market Corp,1168205,BROTHERS FOOD MARKET CORP,BROTHERS FOOD MARKET CORP,9
10 Brothers Super Market Inc,921757,BROTHERS SUPER MARKET,BROTHERS SUPER MARKET,9
100 Seafood Inc,997658,SEAFOOD,SEAFOOD,9
100 Seafood Inc,1282244,SEAFOOD,SEAFOOD,9
"1022 MARSHALL ENTERPRISES, INC  ",721350,MARSHALL ENTERPRISES,MARSHALL ENTERPRISES,9
1057 H & K CORP,525480,H K CORP,H K CORP,9
10th & Snyder Grocery Store,984527,TH SNYDER GROCERY STORE,TH SNYDER GROCERY STORE,9
10th St Deli,1360235,TH ST DELI,TH ST DELI,9
"1101 SHAW ENTERPRISE, INC.  ",901804,SHAW ENTERPRISE,SHAW ENTERPRISE,9
"1111 M&S Gas, Inc.  ",860105,MS GAS,MS GAS,9
11th & Tioga Mini Market Inc,1067429,TH TIOGA MINI MARKET,TH TIOGA MINI MARKET,9
11th & Tioga Mini Market Inc,1344176,TH TIOGA MINI MARKET,TH TIOGA MINI MARKET,9
11th & Tree Grocery,1078760,TH TREE GROCERY,TH TREE GROCERY,9
11th Street Food Market 1,920372,TH STREET FOOD MARKET,TH STREET FOOD MARKET,9
12th Street Food Market,1027032,TH STREET FOOD MARKET,TH STREET FOOD MARKET,9
1312 DJ Inc. T/A VIP Market,1044500,DJ TA VIP MARKET,DJ TA VIP MARKET,9
15th Street Food Market,1132671,TH STREET FOOD MARKET,TH STREET FOOD MARKET,9
16 & Nedro Grocery Store,1158551,NEDRO GROCERY STORE,NEDRO GROCERY STORE,9
16th And York Mini Market Inc,1351007,TH AND YORK MINI MARKET,TH AND YORK MINI MARKET,9
16TH ST SEAFOOD,535792,TH ST SEAFOOD,TH ST SEAFOOD,9
16th St. Food Market,931959,TH ST FOOD MARKET,TH ST FOOD MARKET,9
16th Street Food Market,823032,TH STREET FOOD MARKET,TH STREET FOOD MARKET,9
1701 FEDERAL INC T/A TOWN FOOD MK,323794,FEDERAL TA TOWN FOOD MK,FEDERAL TA TOWN FOOD MK,9
18 Street Food I Inc 1,1343145,STREET FOOD I,STREET FOOD I,9
18 Street Food Inc 1,1223178,STREET FOOD,STREET FOOD,9
1808 LLC,314450,,"",9
18TH ST GROCERY,364851,TH ST GROCERY,TH ST GROCERY,9
18th Street Food Market,1110838,TH STREET FOOD MARKET,TH STREET FOOD MARKET,9
1946 WEST DIAMOND STREET,317655,WEST DIAMOND STREET,WEST DIAMOND STREET,9
198 Grocery Store,925438,GROCERY STORE,GROCERY STORE,9
19th Food Market,853147,TH FOOD MARKET,TH FOOD MARKET,9
19TH STREET MINI MART,793345,TH STREET MINI MART,TH STREET MINI MART,9
19th Street Minimarket,1020113,TH STREET MINIMARKET,TH STREET MINIMARKET,9
1st Oriental Market Iii,1232686,ST ORIENTAL MARKET III,ST ORIENTAL MARKET III,9
2 BROTHERS DELI,666809,BROTHERS DELI,BROTHERS DELI,9
2 Good Food Mart 2013,1134842,GOOD FOOD MART,GOOD FOOD MART,9
2 Good Food Mart 2015,1154754,GOOD FOOD MART,GOOD FOOD MART,9
20 Food Market,1300416,FOOD MARKET,FOOD MARKET,9
2000 KIMS ENTERPRISE,803073,KIMS ENTERPRISE,KIMS ENTERPRISE,9
2000 KIMS ENTERPRISES INC,305198,KIMS ENTERPRISES,KIMS ENTERPRISES,9
20th & Mckean Food Market LLC,1177704,TH MCKEAN FOOD MARKET,TH MCKEAN FOOD MARKET,9
20th Food Market,1098233,TH FOOD MARKET,TH FOOD MARKET,9
20th Street Grocery Store,879880,TH STREET GROCERY STORE,TH STREET GROCERY STORE,9
21 St Stop And Shop,1047015,ST STOP AND SHOP,ST STOP AND SHOP,9
21 Stop Shop  Ii Inc 1,1242874,STOP SHOP II,STOP SHOP II,9
21 Stop Shop Iii Inc,1343125,STOP SHOP III,STOP SHOP III,9
21ST FOOD MARKET & DELI,794871,ST FOOD MARKET DELI,ST FOOD MARKET DELI,9
22 Mini Market,1100536,MINI MARKET,MINI MARKET,9
2227 Food Market Inc,1284417,FOOD MARKET,FOOD MARKET,9
22nd Grocery Store,995663,ND GROCERY STORE,ND GROCERY STORE,9
22ND ST MINI MARKET,326534,ND ST MINI MARKET,ND ST MINI MARKET,9
22nd Street Mini Market,1027544,ND STREET MINI MARKET,ND STREET MINI MARKET,9
22nd Street Mini Market Inc 1,1249539,ND STREET MINI MARKET,ND STREET MINI MARKET,9
23 Mini Market Inc,1148430,MINI MARKET,MINI MARKET,9
2314 GUIDO'S MINI MART,402630,GUIDOS MINI MART,GUIDOS MINI MART,9
24 & Moore Food Market Inc,987530,MOORE FOOD MARKET,MOORE FOOD MARKET,9
24 & Moore Food Market Inc,1024459,MOORE FOOD MARKET,MOORE FOOD MARKET,9
24 & Moore Food Market Inc,1258554,MOORE FOOD MARKET,MOORE FOOD MARKET,9
24-7 FOOD MART,781738,FOOD MART,FOOD MART,9
24th St Live Crabs,1279940,TH ST LIVE CRABS,TH ST LIVE CRABS,9
24TH STREET FOOD MARKET & DELI,804327,TH STREET FOOD MARKET DELI,TH STREET FOOD MARKET DELI,9
24th Street Food Market & Deli,1013003,TH STREET FOOD MARKET DELI,TH STREET FOOD MARKET DELI,9
2501 T & H CORP T/A GOURMET SEAFOOD,773078,T H CORP TA GOURMET SEAFOOD,T H CORP TA GOURMET SEAFOOD,9
26 & Indiana Mini Market,1119006,INDIANA MINI MARKET,INDIANA MINI MARKET,9
26 Food Market,1019730,FOOD MARKET,FOOD MARKET,9
2601 TRIPLE L GROCERY STORE,805034,TRIPLE L GROCERY STORE,TRIPLE L GROCERY STORE,9
2655 Mini Market,1299233,MINI MARKET,MINI MARKET,9
